college_name,sat_score,state,institution_type,major,admission_rate,undergrad_enrollment,tuition
Pardee Rand Graduate School,1154,CA,Private,Unknown,0.7778,1107,18700
Shasta School Of Cosmetology,1154,CA,Private,Unknown,0.7778,101,18700
University Of Redlands,1231,CA,Private,Unknown,0.8092,2095,80474
College Of The Redwoods,1154,CA,Public,Unknown,0.7778,3514,16035
Salon Success Academy-Upland,1154,CA,Private,Unknown,0.7778,238,18700
Salon Success Academy-Corona,1154,CA,Private,Unknown,0.7778,216,18700
Rio Hondo College,1154,CA,Public,Unknown,0.7778,15365,2326
Riverside City College,1154,CA,Public,Unknown,0.7778,17361,2860
Dongguk University Los Angeles,1154,CA,Private,Unknown,0.7778,4,18700
Sacramento City College,1154,CA,Public,Unknown,0.7778,16952,2440
Saddleback College,1154,CA,Public,Unknown,0.7778,15959,2370
Samuel Merritt University,1154,CA,Private,Unknown,0.7778,712,18700
San Diego City College,1154,CA,Public,Unknown,0.7778,10584,2302
San Diego Mesa College,1154,CA,Public,Unknown,0.7778,15899,2088
San Diego Miramar College,1154,CA,Public,Unknown,0.7778,10740,2088
San Diego State University,1154,CA,Public,Unknown,0.3444,33654,34072
University Of San Diego,1154,CA,Private,Unknown,0.4675,5619,79444
San Francisco Conservatory Of Music,1154,CA,Private,Unknown,0.5194,215,81532
San Francisco State University,1154,CA,Public,Unknown,0.9615,20033,30456
University Of San Francisco,1313,CA,Private,Unknown,0.5077,5697,81426
San Joaquin College Of Law,1154,CA,Private,Unknown,0.7778,1107,18700
San Joaquin Delta College,1154,CA,Public,Unknown,0.7778,13964,2226
San Joaquin Valley College-Visalia,1154,CA,Private,Unknown,0.7778,2270,18700
San Joaquin Valley College-Bakersfield,1154,CA,Private,Unknown,0.7778,820,18700
William Jessup University,1154,CA,Private,Unknown,0.7682,1021,55315
San Jose City College,1154,CA,Public,Unknown,0.7778,7039,4093
San Jose State University,1154,CA,Public,Unknown,0.8023,26757,32310
College Of San Mateo,1154,CA,Public,Unknown,0.7778,7359,3303
Santa Barbara City College,1154,CA,Public,Unknown,0.7778,10070,2172
Santa Clara University,1417,CA,Private,Unknown,0.4384,6235,83142
Santa Monica College,1154,CA,Public,Unknown,0.7778,21194,2902
Santa Rosa Junior College,1154,CA,Public,Unknown,0.7778,14327,2616
Saybrook University,1154,CA,Private,Unknown,0.7778,1107,18700
Scripps College,1480,CA,Private,Unknown,0.3394,1077,87232
College Of The Sequoias,1154,CA,Public,Unknown,0.7778,10752,2394
Shasta Bible College And Graduate School,1154,CA,Private,Unknown,1.0,12,26635
Shasta College,1154,CA,Public,Unknown,0.7778,5536,12253
Sierra College,1154,CA,Public,Unknown,0.7778,13455,17752
Sierra College Of Beauty,1154,CA,Private,Unknown,0.7778,245,18700
Trinity Law School,1154,CA,Private,Unknown,0.7778,1107,18700
Simpson University,1154,CA,Private,Unknown,0.9903,751,54622
College Of The Siskiyous,1154,CA,Public,Unknown,0.7778,1080,17186
Charles A Jones Career And Education Center,1154,CA,Public,Unknown,0.7778,90,18700
Skyline College,1154,CA,Public,Unknown,0.7778,7132,3303
San Bernardino Valley College,1154,CA,Public,Unknown,0.7778,11106,4035
Saint Mary'S College Of California,1154,CA,Private,Unknown,0.8858,2024,77950
Solano Community College,1154,CA,Public,Unknown,0.7778,7688,2110
Sonoma State University,1154,CA,Public,Unknown,0.9473,5374,27274
South Baylo University,1154,CA,Private,Unknown,0.7778,1107,18700
South Coast College,1154,CA,Private,Unknown,0.7778,241,14347
Vanguard University Of Southern California,1154,CA,Private,Unknown,0.647,1975,57550
Concorde Career College-Garden Grove,1154,CA,Private,Unknown,0.9593,202,18700
Southwestern College,1154,CA,Public,Unknown,0.7778,16640,2554
Starr King School For The Ministry,1154,CA,Private,Unknown,0.7778,1107,18700
Marshall B Ketchum University,1154,CA,Private,Unknown,0.7778,1107,18700
Southern California Institute Of Architecture,1154,CA,Private,Unknown,0.8267,236,57484
University Of Southern California,1501,CA,Private,Unknown,0.1002,20817,90453
Southwestern Law School,1154,CA,Private,Unknown,0.7778,1107,18700
Taft College,1154,CA,Public,Unknown,0.7778,3216,14101
Claremont School Of Theology,1154,CA,Private,Unknown,0.7778,1107,18700
Thomas Aquinas College,1277,CA,Private,Unknown,0.7871,539,43426
Epic Bible College & Graduate School,1154,CA,Private,Unknown,0.7778,60,15822
Uei College-Huntington Park,1154,CA,Private,Unknown,0.7778,1036,18700
Concorde Career College-San Bernardino,1154,CA,Private,Unknown,0.981,260,18700
Concorde Career College-North Hollywood,1154,CA,Private,Unknown,0.9902,143,18700
Ventura College,1154,CA,Public,Unknown,0.7778,9971,2568
The Colleges Of Law At Ventura,1154,CA,Private,Unknown,0.7778,1107,18700
Bridges Beauty College,1154,CA,Private,Unknown,0.7778,80,18700
Victor Valley College,1154,CA,Public,Unknown,0.7778,12107,2505
Berkeley City College,1154,CA,Public,Unknown,0.7778,4541,3119
Walden University,1154,MN,Private,Unknown,0.7778,7337,13398
Waynes College Of Beauty,1154,CA,Private,Unknown,0.7778,46,18700
Coalinga College,1154,CA,Public,Unknown,0.7778,2177,14100
West Los Angeles College,1154,CA,Public,Unknown,0.7778,7277,2176
West Valley College,1154,CA,Public,Unknown,0.7778,6086,2642
Carrington College-Sacramento,1154,CA,Private,Unknown,0.7778,2262,18700
Westminster Theological Seminary In California,1154,CA,Private,Unknown,0.7778,1107,18700
Westmont College,1367,CA,Private,Unknown,0.7986,1310,71150
Whittier College,1154,CA,Private,Unknown,0.8538,812,67487
Woodbury University,1154,CA,Private,Unknown,0.7287,825,63940
The Wright Institute,1154,CA,Private,Unknown,0.7778,1107,18700
Thomas Jefferson School Of Law,1154,CA,Private,Unknown,0.7778,1107,18700
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,1154,CA,Private,Unknown,0.6168,157,31300
Yuba College,1154,CA,Public,Unknown,0.7778,4311,2208
Adams State University,1154,CO,Public,Unknown,0.7778,1239,25199
Aims Community College,1154,CO,Public,Unknown,0.7778,3182,4658
Arapahoe Community College,1154,CO,Public,Unknown,0.7778,5392,6508
Bel-Rea Institute Of Animal Technology,1154,CO,Private,Unknown,0.5942,161,14638
University Of Colorado Denver/Anschutz Medical Campus,1119,CO,Public,Unknown,0.7781,10686,32823
University Of Colorado Colorado Springs,1140,CO,Public,Unknown,0.9657,8870,28190
Spartan College Of Aeronautics And Technology,1154,CO,Private,Unknown,0.7778,321,25667
University Of Colorado Boulder,1353,CO,Public,Unknown,0.8328,31578,37684
Colorado Christian University,1154,CO,Private,Unknown,0.7778,5363,54242
Colorado College,1445,CO,Private,Unknown,0.2003,2139,87128
Concorde Career College-Aurora,1154,CO,Private,Unknown,1.0,196,18700
Colorado Mountain College,1154,CO,Public,Unknown,0.7778,2821,19726
Colorado Northwestern Community College,1154,CO,Public,Unknown,0.7778,500,21370
Colorado School Of Mines,1403,CO,Public,Unknown,0.5971,5801,42006
Colorado School Of Trades,1154,CO,Private,Unknown,0.7692,108,18700
Colorado State University-Fort Collins,1154,CO,Public,Unknown,0.8959,25148,32439
Colorado Technical University-Colorado Springs,1154,CO,Private,Unknown,0.7778,25932,12760
Community College Of Aurora,1154,CO,Public,Unknown,0.7778,3346,5490
Technical College Of The Rockies,1154,CO,Public,Unknown,0.7778,142,18700
Community College Of Denver,1154,CO,Public,Unknown,0.7778,5156,6398
Lincoln College Of Technology-Denver,1154,CO,Private,Unknown,0.7778,1104,18700
Denver Seminary,1154,CO,Private,Unknown,0.7778,1107,18700
University Of Denver,1344,CO,Private,Unknown,0.7119,6059,80536
Emily Griffith Technical College,1154,CO,Public,Unknown,0.7778,5914,18700
Fort Lewis College,1084,CO,Public,Unknown,0.932,3070,28412
Front Range Community College,1154,CO,Public,Unknown,0.7778,11132,6200
Iliff School Of Theology,1154,CO,Private,Unknown,0.7778,1107,18700
International Salon And Spa Academy,1154,CO,Private,Unknown,0.7778,307,18700
Lamar Community College,1154,CO,Public,Unknown,0.7778,406,20198
Colorado Mesa University,1070,CO,Public,Unknown,0.8139,7604,26547
Metropolitan State University Of Denver,1014,CO,Public,Unknown,0.9914,14932,12240
Morgan Community College,1154,CO,Public,Unknown,0.7778,619,5587
Naropa University,1154,CO,Private,Unknown,0.94,368,51310
Nazarene Bible College,1154,CO,Private,Unknown,0.7778,336,10992
Northeastern Junior College,1154,CO,Public,Unknown,0.7778,825,21059
University Of Northern Colorado,1077,CO,Public,Unknown,0.8643,5693,31678
Otero College,1154,CO,Public,Unknown,0.7778,642,21206
Pikes Peak State College,1154,CO,Public,Unknown,0.7778,9307,5762
Pueblo Community College,1154,CO,Public,Unknown,0.7778,3293,6343
Red Rocks Community College,1154,CO,Public,Unknown,0.7778,4281,6167
Regis University,1154,CO,Private,Unknown,0.8727,2599,63408
Rocky Mountain College Of Art And Design,1154,CO,Private,Unknown,0.7778,1878,25311
Montessori Education Center Of The Rockies,1154,CO,Private,Unknown,0.8,6,18700
Colorado State University Pueblo,1005,CO,Public,Unknown,0.9984,3028,27195
Pickens Technical College,1154,CO,Public,Unknown,0.7778,646,5530
Intellitec College-Colorado Springs,1154,CO,Private,Unknown,0.7778,816,18700
Intellitec College-Grand Junction,1154,CO,Private,Unknown,0.7778,1160,18700
Trinidad State College,1154,CO,Public,Unknown,0.7778,1168,20700
United States Air Force Academy,1362,CO,Public,Unknown,0.1393,4124,18700
Empire Beauty School-Thornton,1154,CO,Private,Unknown,0.7778,104,18700
Western Colorado University,1130,CO,Public,Unknown,0.9747,1653,26151
Albertus Magnus College,1154,CT,Private,Unknown,0.6437,882,63458
Bais Binyomin Academy,1154,NY,Private,Unknown,0.7879,50,22050
University Of Bridgeport,985,CT,Private,Unknown,0.6431,1450,59482
Central Connecticut State University,1091,CT,Public,Unknown,0.7553,7670,29026
Charter Oak State College,1154,CT,Public,Unknown,0.7778,1620,10506
Cortiva Institute,1154,CT,Private,Unknown,0.7778,220,18700
Connecticut College,1412,CT,Private,Unknown,0.3828,1960,84697
Porter & Chester Institute Of Hamden,1154,CT,Private,Unknown,0.7778,333,16390
University Of Connecticut,1338,CT,Public,Unknown,0.5395,19147,39682
Goodwin University,1154,CT,Private,Unknown,0.7778,2761,34370
Lincoln Technical Institute-East Windsor,1154,CT,Private,Unknown,0.7778,971,18700
Eastern Connecticut State University,1200,CT,Public,Unknown,0.8055,3377,33610
Fairfield University,1323,CT,Private,Unknown,0.4498,4938,76940
Paul Mitchell The School-North Haven,1154,CT,Private,Unknown,0.7778,191,18700
Connecticut State Community College,1154,CT,Public,Unknown,0.7778,32292,6592
Rensselaer At Hartford,1154,CT,Private,Unknown,0.7778,1107,18700
American Institute-West Hartford,1154,CT,Private,Unknown,0.7778,396,18700
Hartford International University For Religion And Peace,1154,CT,Private,Unknown,0.7778,1107,18700
University Of Hartford,1207,CT,Private,Unknown,0.8301,4032,66464
Holy Apostles College And Seminary,1154,CT,Private,Unknown,0.7778,203,26590
Mitchell College,1154,CT,Private,Unknown,0.7336,421,58490
Lincoln Technical Institute-New Britain,1154,CT,Private,Unknown,0.7778,783,18700
New England Tractor Trailer Training School Of Connecticut,1154,CT,Private,Unknown,0.7778,293,18700
University Of New Haven,1190,CT,Private,Unknown,0.8055,4799,69604
Paier College,1154,CT,Private,Unknown,0.6154,183,48900
Porter & Chester Institute,1154,CT,Private,Unknown,0.7778,1405,16389
Post University,1154,CT,Private,Unknown,0.7778,18975,33560
Quinnipiac University,1212,CT,Private,Unknown,0.77,6208,73320
Sacred Heart University,1154,CT,Private,Unknown,0.6768,6904,70760
University Of Saint Joseph,1100,CT,Private,Unknown,0.7964,825,62324
Southern Connecticut State University,1154,CT,Public,Unknown,0.8112,6180,32844
Trinity College,1396,CT,Private,Unknown,0.3352,2193,87910
United States Coast Guard Academy,1290,CT,Public,Unknown,0.2432,1081,18700
Wesleyan University,1513,CT,Private,Unknown,0.171,2973,89020
Western Connecticut State University,1044,CT,Public,Unknown,0.8136,3434,30552
Yale University,1534,CT,Private,Unknown,0.045,6811,88300
Margaret H Rollins School Of Nursing At Beebe Medical Center,1154,DE,Private,Unknown,0.7778,43,18700
Dawn Career Institute Llc,1154,DE,Private,Unknown,0.7778,385,18700
Delaware Technical Community College-Terry,1154,DE,Public,Unknown,0.7778,11012,6965
Delaware State University,984,DE,Public,Unknown,0.6167,4630,30236
University Of Delaware,1297,DE,Public,Unknown,0.6511,18812,33718
Goldey-Beacom College,1154,DE,Private,Unknown,0.7653,634,31861
Schilling-Douglas School Of Hair Design,1154,DE,Private,Unknown,0.7778,166,18700
Wilmington University,1154,DE,Private,Unknown,0.7778,8497,14130
American University,1392,DC,Private,Unknown,0.4738,7593,76175
The Catholic University Of America,1154,DC,Private,Unknown,0.8384,3063,77784
University Of The District Of Columbia,1154,DC,Public,Unknown,0.7778,3080,7301
Pontifical Faculty Of The Immaculate Conception At The Dominican House Of Studies,1154,DC,Private,Unknown,0.7778,1107,18700
Gallaudet University,857,DC,Private,Unknown,0.6094,879,40474
George Washington University,1433,DC,Private,Unknown,0.4354,10848,84315
Georgetown University,1494,DC,Private,Unknown,0.1308,7462,88741
Howard University,1205,DC,Private,Unknown,0.3489,9604,54630
Strayer University-District Of Columbia,1154,DC,Private,Unknown,0.7778,309,14595
National Conservatory Of Dramatic Arts,1154,DC,Private,Unknown,0.7778,25,11200
Trinity Washington University,1154,DC,Private,Unknown,0.9919,1415,41300
Wesley Theological Seminary,1154,DC,Private,Unknown,0.7778,1107,18700
Atlantic Technical College,1154,FL,Public,Unknown,0.7778,2672,18700
Baptist University Of Florida,1045,FL,Private,Unknown,0.641,248,24070
Barry University,1154,FL,Private,Unknown,0.5907,2245,53592
Bethune-Cookman University,913,FL,Private,Unknown,0.9985,2414,29940
Lynn University,1136,FL,Private,Unknown,0.7395,2820,69838
North Florida Technical College,1154,FL,Public,Unknown,0.7778,65,18700
Eastern Florida State College,1154,FL,Public,Unknown,0.7778,10162,18724
Broward College,1154,FL,Public,Unknown,0.7778,23799,5834
Albizu University-Miami,1154,FL,Private,Unknown,1.0,225,16737
College Of Central Florida,1154,FL,Public,Unknown,0.7778,4717,4110
Johnson University Florida,940,FL,Private,Unknown,0.2332,136,34007
University Of Central Florida,1277,FL,Public,Unknown,0.3952,59095,24668
Charlotte Technical College,1154,FL,Public,Unknown,0.7778,295,4200
Chipola College,1154,FL,Public,Unknown,0.7778,1218,11415
Lorenzo Walker Technical College,1154,FL,Public,Unknown,0.7778,767,18700
Daytona State College,1154,FL,Public,Unknown,0.7778,9367,18285
South University-West Palm Beach,1154,FL,Private,Unknown,0.7778,284,19738
Eckerd College,1256,FL,Private,Unknown,0.7869,1984,69092
Florida Southwestern State College,1154,FL,Public,Unknown,0.7778,10613,19989
Edward Waters University,1154,FL,Private,Unknown,0.8481,1113,27164
Embry-Riddle Aeronautical University-Daytona Beach,1256,FL,Private,Unknown,0.6628,7535,62936
Florida Agricultural And Mechanical University,1100,FL,Public,Unknown,0.2112,7516,24153
Florida Atlantic University,1119,FL,Public,Unknown,0.7344,23458,24845
Florida State College At Jacksonville,1154,FL,Public,Unknown,0.7778,17739,14589
Flagler College,1099,FL,Private,Unknown,0.7809,2404,46310
Florida College,1068,FL,Private,Unknown,0.6645,589,35170
Concorde Career Institute-Jacksonville,1154,FL,Private,Unknown,0.9647,140,18700
Concorde Career Institute-Miramar,1154,FL,Private,Unknown,0.9906,137,18700
Concorde Career Institute-Tampa,1154,FL,Private,Unknown,0.9854,132,18700
Adventhealth University,1154,FL,Private,Unknown,0.7778,1068,45723
Florida Institute Of Technology,1213,FL,Private,Unknown,0.6253,3235,63500
Florida International University,1154,FL,Public,Unknown,0.5884,38761,25971
The College Of The Florida Keys,1154,FL,Public,Unknown,0.7778,823,22525
Florida Memorial University,1154,FL,Private,Unknown,0.7431,1299,35766
Florida Career College-Miami,1154,FL,Private,Unknown,0.7778,130,18700
Florida School Of Massage,1154,FL,Private,Unknown,0.7778,32,18700
Florida Southern College,1263,FL,Private,Unknown,0.5907,2607,60800
Florida State University,1323,FL,Public,Unknown,0.2538,31812,25952
University Of Florida,1397,FL,Public,Unknown,0.2403,34102,22601
Fort Pierce Beauty Academy,1154,FL,Private,Unknown,0.7778,30,18700
Full Sail University,1154,FL,Private,Unknown,0.7778,25195,26947
George Stone Technical College,1154,FL,Public,Unknown,0.7778,566,18700
George T Baker Aviation Technical College,1154,FL,Public,Unknown,0.7778,922,18700
Gulf Coast State College,1154,FL,Public,Unknown,0.7778,3614,3570
Key College,1154,FL,Private,Unknown,0.7778,16,10085
Hillsborough Community College,1154,FL,Public,Unknown,0.7778,19998,18208
Hobe Sound Bible College,1154,FL,Private,Unknown,0.7778,125,20464
Hollywood Institute Of Beauty Careers,1154,FL,Private,Unknown,0.7778,286,18700
Indian River State College,1154,FL,Public,Unknown,0.7778,11571,4114
International Academy,1154,FL,Private,Unknown,0.7778,191,18700
Jacksonville University,1211,FL,Private,Unknown,0.5729,2649,66056
Keiser University-Ft Lauderdale,1154,FL,Private,Unknown,0.9742,17370,50586
La Belle Beauty School,1154,FL,Private,Unknown,0.7778,239,18700
Florida Gateway College,1154,FL,Public,Unknown,0.7778,2231,13696
Lake Technical College,1154,FL,Public,Unknown,0.7778,738,18700
Lake-Sumter State College,1154,FL,Public,Unknown,0.7778,3572,5892
Fort Myers Technical College,1154,FL,Public,Unknown,0.7778,668,18700
Lively Technical College,1154,FL,Public,Unknown,0.7778,785,18700
Lindsey Hopkins Technical College,1154,FL,Public,Unknown,0.7778,388,18700
Loraines Academy & Spa,1154,FL,Private,Unknown,0.7778,85,18700
Luther Rice College & Seminary,1154,GA,Private,Unknown,0.3429,195,12146
State College Of Florida-Manatee-Sarasota,1154,FL,Public,Unknown,0.7778,7161,4574
Manatee Technical College,1154,FL,Public,Unknown,0.7778,1117,18700
Traviss Technical College,1154,FL,Public,Unknown,0.7778,336,18700
Merryfield Academy,1154,FL,Private,Unknown,0.7778,65,18700
Trinity International University-Florida,1154,FL,Private,Unknown,0.7778,69,15362
